"","GRCI","RVI3","RVI2","IPVI","NDSVI","SRI","TCARI","NDTI","CBW"
"1",0.207540542689009,1.51364791094077,0.639634962679909,0.601099707863253,0.332973994230369,1.58204935607097,0.204569500952665,0.124387205817717,48.82
"2",0.186046882041726,1.5459079503384,0.705924420364184,0.614740131406119,0.381784289484852,1.38217308425219,0.164586303530173,0.0952875596287786,49.6
"3",0.21823809258776,1.67001033764011,0.645927890033802,0.616709832969222,0.290148795079583,1.35530041393941,0.137189905273548,0.187060294913882,49.26
"4",0.180206110749964,1.53317703232599,0.737305991945922,0.625503734266133,0.391663311025902,1.43392074099278,0.15923057763232,0.187931667645414,50.29
"5",0.202621790681023,1.50876093302939,0.68211773114787,0.582568933256149,0.288119094633243,1.39256031667392,0.161606435240312,0.0991771285127065,46.22
"6",0.203585370343986,1.42668474294087,0.709939498293898,0.595191741453198,0.370071359429027,1.50357797917813,0.135274082657832,0.0824816808231189,50.11
"7",0.210425789575648,1.45490761262703,0.667025076568003,0.588377650631879,0.303618548995991,1.59786104762217,0.119560561352999,0.134241758474264,45.44
"8",0.250481228321437,1.50963997844773,0.637681703210958,0.57467439249895,0.329097501202796,1.47269493297475,0.128462773249404,0.0825174045008902,47.39
"9",0.176291360884821,1.43845574583083,0.694829028196985,0.601109020708778,0.352486413670308,1.66802727491129,0.144997856312156,0.0825603102036758,50.22
"10",0.214352406528073,1.5605060331395,0.663584086786447,0.579589554000212,0.27248687322956,1.60532657458116,0.205525250014769,0.159697822726656,47.05
"11",0.203617049212247,1.52531453400198,0.626487892834821,0.612779490837137,0.346703110406991,1.50395898012439,0.196769457972894,0.185106580772331,49.79
"12",0.185303775720145,1.45559786722032,0.675332313390432,0.582733633317163,0.322751240397689,1.39639701284152,0.172325189920448,0.109649934243276,49.83
"13",0.150923089308242,1.35345995676505,0.741162341170578,0.58960211873288,0.339369235001073,1.43572876583055,0.119616073473525,0.0825051157610503,51.57
"14",0.185301715755134,1.45604887125881,0.674303282659754,0.58763695725856,0.271921471891734,1.42380559352178,0.169452829319063,0.155716937432355,50.4
"15",0.143063680770243,1.33504866573175,0.791934580168343,0.615733549156075,0.321776647605169,1.60560948225332,0.186019705350235,0.12168869160607,51.03
"16",0.181883832678843,1.44386706300502,0.703384963132446,0.566768674941881,0.273872842244418,1.30961508765297,0.133547359023345,0.0993486757966517,46.73
"17",0.167722037564127,1.40338715457187,0.737799569659928,0.575963854301211,0.322750908546962,1.35747128116425,0.119631083252893,0.0805589365201442,50.17
"18",0.172606440306595,1.41698655428001,0.690199318197608,0.566655421390416,0.282744164722935,1.30757762611991,0.12355195665677,0.117670713257879,46
"19",0.201910647653964,1.50640842537185,0.677965805401952,0.560669991163792,0.318608746367816,1.27638242125436,0.113036317409548,0.0705419003849574,48.07
"20",0.17552876486624,1.42476010755153,0.716268121985759,0.588152725545467,0.313960981605193,1.42769851004152,0.144005596789562,0.0981835461008036,53.42
"21",0.199569671791403,1.49863865296059,0.680904750541245,0.567635848619058,0.268053827329516,1.31433154033883,0.145028650565375,0.145327878280062,46.17
"22",0.181378516176421,1.4423451350374,0.673339160861183,0.591547818089395,0.307089569800083,1.44833174713569,0.188964382422525,0.14573973749743,52.55
"23",0.177624490326444,1.43216257872019,0.687014139129481,0.572509375387652,0.32177402146469,1.33883913951444,0.151870612716325,0.07305186190643,52.21
"24",0.145781123328983,1.34082191437375,0.777847793868249,0.565177715050152,0.291500048720691,1.29979899006875,0.099162511150263,0.108904113766959,54.41
"25",0.177474830407715,1.43211062425985,0.704815482522111,0.569093943568427,0.256334040520455,1.32124580307771,0.132297849195948,0.15185075685545,50.22
"26",0.155759160575282,1.36916982505824,0.803625140435782,0.608860020641436,0.341286185368096,1.55882247444797,0.162578304044877,0.0902745060070669,51.84
"27",0.173064078703768,1.41841673080064,0.708236219297149,0.554567688323788,0.271721305750363,1.24512382310884,0.0991502867803977,0.0861807217690034,48.22
"28",0.155033512248952,1.36672695393265,0.742896020665553,0.576896056380189,0.318843103967937,1.36525588928689,0.125459868295729,0.07546927648513,54.75
"29",0.156968188104346,1.37251891078346,0.711177661601933,0.558828507790433,0.282684884117645,1.26857700075551,0.104017547545239,0.0925685595187649,50.26
"30",0.229715246589503,1.59661492209451,0.645982736506277,0.557252184976356,0.330811988386519,1.25876111290466,0.0961603790602701,0.0612894185390938,47.86
"31",0.146849516397227,1.34422066891007,0.743906656993175,0.579349619592895,0.281498088471998,1.37597550934614,0.144038838556746,0.0725370213779398,54.52
"32",0.178094252950051,1.4333405418839,0.694098407448644,0.559690107005836,0.262228434288622,1.27249589720807,0.126214557905513,0.105689890052085,48.04
"33",0.19115747066715,1.47363347867818,0.666492910820921,0.582276753288687,0.320803868558534,1.39358441599739,0.168433779475484,0.113817135913091,54.78
